URL,MODEL,ROUGE-1,ROUGE-2,ROUGE-L,BLEU,BERTSCORE,LATENCY,COMPRESSION RATE,TOTAL TOKENS
https://tienphong.vn/hieu-dung-ve-cau-cung-quanh-nam-khong-bang-ram-thang-gieng-post1823919.tpo,vit5,1.0000,1.0000,1.0000,1.0000,1.0000,9493,100.0000,
https://tienphong.vn/hieu-dung-ve-cau-cung-quanh-nam-khong-bang-ram-thang-gieng-post1823919.tpo,gpt4o,0.8835,0.6275,0.4757,0.0839,0.5882,4627,212.8700,787
https://tienphong.vn/hieu-dung-ve-cau-cung-quanh-nam-khong-bang-ram-thang-gieng-post1823919.tpo,gpt4o-mini,0.8932,0.6078,0.6408,0.1592,0.6795,3041,156.4400,729
https://tienphong.vn/ha-truc-linh-va-cac-nguoi-dep-hoa-hau-viet-nam-du-xuan-mien-di-san-bac-ninh-post1823938.tpo,gpt4o,0.1571,0.1337,0.1235,0.0014,0.5718,4730,14.4600,2426
https://tienphong.vn/ha-truc-linh-va-cac-nguoi-dep-hoa-hau-viet-nam-du-xuan-mien-di-san-bac-ninh-post1823938.tpo,gpt4o-mini,0.1299,0.1087,0.1001,0.0003,0.5542,4670,11.7100,2377
https://tienphong.vn/nghe-nhac-trinh-ben-dong-song-huong-post1823845.tpo,gpt4o,0.3433,0.2914,0.2656,0.0576,0.6294,5302,33.7200,1509
https://tienphong.vn/nghe-nhac-trinh-ben-dong-song-huong-post1823845.tpo,gpt4o-mini,0.3311,0.2681,0.2300,0.0378,0.6115,5765,31.1400,1485
https://tienphong.vn/nsnd-trinh-thuy-mui-ung-cu-dai-bieu-quoc-hoi-khoa-xiv-post1823930.tpo,gpt4o,0.2526,0.2138,0.1755,0.0176,0.5649,5323,22.9000,1863
https://tienphong.vn/nsnd-trinh-thuy-mui-ung-cu-dai-bieu-quoc-hoi-khoa-xiv-post1823930.tpo,gpt4o-mini,0.2120,0.1772,0.1682,0.0106,0.5684,5322,19.3600,1820
https://tienphong.vn/nhan-sac-chi-hai-quan-ho-don-tim-du-khach-tai-hoi-lim-post1823900.tpo,gpt4o,0.9084,0.6615,0.5267,0.1429,0.6403,6911,158.3300,813
https://tienphong.vn/nhan-sac-chi-hai-quan-ho-don-tim-du-khach-tai-hoi-lim-post1823900.tpo,gpt4o-mini,0.8321,0.5385,0.4885,0.1256,0.5903,3191,119.7000,761
https://tienphong.vn/bao-han-kinh-ngac-viet-nam-post1823892.tpo,gpt4o,0.3682,0.2991,0.2406,0.0600,0.6662,15665,33.4000,1863
https://tienphong.vn/bao-han-kinh-ngac-viet-nam-post1823892.tpo,gpt4o-mini,0.2286,0.1885,0.1575,0.0079,0.5992,5025,19.7700,1718
https://tienphong.vn/hang-nghin-nguoi-do-ve-dinh-van-noi-ruoc-lua-thieng-ve-nha-luc-nua-dem-post1823877.tpo,gpt4o,0.3728,0.2879,0.2407,0.0446,0.5656,12549,33.1100,1461
https://tienphong.vn/hang-nghin-nguoi-do-ve-dinh-van-noi-ruoc-lua-thieng-ve-nha-luc-nua-dem-post1823877.tpo,gpt4o-mini,0.2091,0.1749,0.1486,0.0043,0.6224,4297,19.1100,1355
https://tienphong.vn/le-ruoc-co-ba-cho-duoc-trong-dem-post1823791.tpo,gpt4o,0.2237,0.1954,0.1708,0.0084,0.5869,6694,21.1300,2026
https://tienphong.vn/le-ruoc-co-ba-cho-duoc-trong-dem-post1823791.tpo,gpt4o-mini,0.2356,0.1970,0.1700,0.0055,0.5692,7348,19.5000,2004
https://tienphong.vn/le-hoi-cau-ngu-hon-500-nam-tuoi-o-hue-post1823789.tpo,gpt4o,0.3995,0.3457,0.2679,0.0763,0.6166,9485,33.5300,1616
https://tienphong.vn/ngoi-dinh-co-2-sac-phong-vua-ban-giua-song-tien-post1822693.tpo,vit5,1.0000,1.0000,1.0000,1.0000,1.0000,10669,100.0000,
https://tienphong.vn/ngoi-dinh-co-2-sac-phong-vua-ban-giua-song-tien-post1822693.tpo,gpt4o,0.9091,0.6633,0.6364,0.1255,0.6352,10097,172.7300,742
https://tienphong.vn/ngoi-dinh-co-2-sac-phong-vua-ban-giua-song-tien-post1822693.tpo,gpt4o-mini,0.8788,0.6020,0.5556,0.1345,0.6495,4393,149.4900,717
https://tienphong.vn/cu-ba-104-tuoi-o-ha-tinh-chia-se-bi-quyet-song-khoe-post1822624.tpo,gpt4o,0.1783,0.1572,0.1358,0.0032,0.6332,11877,16.0000,2449
https://tienphong.vn/cu-ba-104-tuoi-o-ha-tinh-chia-se-bi-quyet-song-khoe-post1822624.tpo,gpt4o-mini,0.0973,0.0850,0.0805,0.0000,0.5836,4134,8.6800,2322
https://tienphong.vn/chiec-cap-long-dung-com-co-thu-tuong-pham-van-dong-thuong-mang-theo-khi-di-cong-tac-post1823300.tpo,gpt4o,0.2399,0.1898,0.1556,0.0129,0.6051,5126,21.6500,2032
https://tienphong.vn/chiec-cap-long-dung-com-co-thu-tuong-pham-van-dong-thuong-mang-theo-khi-di-cong-tac-post1823300.tpo,gpt4o-mini,0.1169,0.0991,0.1006,0.0001,0.6352,3622,10.9800,1893
